gene	pfam	humanog	tf	Spis_alga-hosting_cells	Spis_gastrodermis	Xesp_alga-hosting_cells	Xesp_gastrodermis
Spis_XP_022782987_1	Astacin/TSP_1/TSP_1/CUB/CUB/Lectin_C/	tolloid_like_1	FALSE	TRUE	TRUE	TRUE	TRUE
Spis_XP_022808994_1	Lectin_C/EGF_CA/	Lectin_C.HG4.2:NA	FALSE	TRUE	TRUE	TRUE	TRUE
Spis_XP_022783648_1	SRCR/SRCR/SRCR/SRCR/Lysyl_oxidase/fn2/	fibronectin.HG18.1:like:SORL1:likeclu:4	FALSE	FALSE	TRUE	FALSE	TRUE
Spis_XP_022807693_1	TIR_2/	TIR.HG1.11:like:IL1R1/IL1RAP/IL1RAPL1/IL1RAPL2/IL1RL1/IL1RL2/IL18R1/IL18RAP/SIGIRR:likeclu:9	FALSE	FALSE	TRUE	FALSE	TRUE
Spis_XP_022792218_1	7tm_1/	GPCR-rhodopsin.HG61.7:NA	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022787519_1	7tm_1/	GPCR-rhodopsin.HG16.14:NA	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022794740_1	7tm_1/	GPCR-rhodopsin.HG33.5:NA	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022794752_1	7tm_1/	GPCR-rhodopsin.HG33.5:NA	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022779625_1	7tm_1/	GPCR-rhodopsin.HG8.12:like:ADORA2B:likeclu:11	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022794736_1	fn2/MAM/MAM/MAM/MAM/MAM/MAM/MAM/MAM/MAM/MAM/MAM/MAM/MAM/MAM/MAM/MAM/MAM/MAM/MAM/MAM/MAM/MAM/MAM/MAM/MAM/Trefoil/Trefoil/MAM/MAM/MAM/MAM/Ldl_recept_a/MAM/Ldl_recept_a/MAM/MAM/Ldl_recept_a/MAM/MAM/MAM/MAM/Ldl_recept_a/MAM/Ldl_recept_a/MAM/Ldl_recept_a/MAM/Ldl_recept_a/MAM/MAM/	fibronectin.HG8.6:like:SNED1:likeclu:5	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022788723_1	DnaJ/	DnaJ_heat_shock_protein_family_Hsp40_member_B8	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022800066_1	PEPCK_N/PEPCK_GTP/	phosphoenolpyruvate_carboxykinase_2_mitochondrial	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022799710_1	Peptidase_S28/	prolylcarboxypeptidase	FALSE	FALSE	TRUE	TRUE	TRUE
Spis_XP_022797375_1	Propep_M14/Peptidase_M14/Propep_M14/Peptidase_M14/	carboxypeptidase_A6	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022785114_1	Fibrinogen_C/	ficolin_1	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022792519_1	Collagen/Collagen/I-set/Ig_3/Ig_3/Fibrinogen_C/	Collagen.HG1.5:like:COLEC10/COLEC11/FCN1/FCN2/GLDN/MARCO/MBL2/MSR1/SCARA5/SFTPD:likeclu:2/7/9/12/13/15	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022799949_1	Fibrinogen_C/	angiopoietin_like_7	FALSE	FALSE	TRUE	FALSE	FALSE
Spis1769_1	Fibrinogen_C/	fibrinogen_like_2	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022795051_1	Fibrinogen_C/	angiopoietin_like_7	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022808595_1	Collagen/I-set/Ig_3/Ig_3/Fibrinogen_C/	Collagen.HG1.5:like:COLEC10/COLEC11/FCN1/FCN2/GLDN/MARCO/MBL2/MSR1/SCARA5/SFTPD:likeclu:2/7/9/12/13/15	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022803204_1	EGF_CA/FXa_inhibition/EGF_CA/	LDL_receptor_related_protein_1	FALSE	FALSE	TRUE	TRUE	FALSE
Spis_XP_022792151_1	""	fibulin_2	FALSE	FALSE	TRUE	TRUE	FALSE
Spis_XP_022779001_1	Collagen/Collagen/	Collagen.HG3.13:NA	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022781331_1	NAD_binding_10/	biliverdin_reductase_B	FALSE	TRUE	TRUE	TRUE	FALSE
Spis_XP_022802528_1	Peptidase_S28/	dipeptidyl_peptidase_7	FALSE	TRUE	TRUE	TRUE	TRUE
Spis_XP_022802421_1	Methyltransf_10/	methyltransferase_like_16	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022790199_1	""	mucin-2-like	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022803039_1	""	""	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022795988_1	GAIN/	""	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022787072_1	Gln-synt_N/Gln-synt_C/	glutamate_ammonia_ligase	FALSE	TRUE	TRUE	TRUE	TRUE
Spis_XP_022802981_1	Fascin/Fascin/Fascin/Fascin/	fascin_actin_bundling_protein_1	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022783202_1	Myosin_N/Myosin_head/Myosin_tail_1/	Myosin.HG4.0:MYH1/MYH13/MYH15/MYH2/MYH3/MYH4/MYH6/MYH7/MYH7B/MYH8	FALSE	FALSE	TRUE	TRUE	TRUE
Spis_XP_022808048_1	""	""	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022801739_1	""	""	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022795172_1	Neur_chan_LBD/Neur_chan_memb/	ion-neuro-gated.HG1.3:AC243734/AC254952/CHRFAM7A/CHRNA1/CHRNA2/CHRNA3/CHRNA4/CHRNA5/CHRNA6/CHRNA7/CHRNB1/CHRNB2/CHRNB3/CHRNB4/CHRND/CHRNE/CHRNG	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022787729_1	Lectin_C/Fz/Kringle/fn3/fn3/Pkinase_Tyr/	Pkinase.HG2.13:TEK/TIE1	FALSE	FALSE	TRUE	FALSE	TRUE
Spis_XP_022787747_1	Fz/Kringle/fn3/Pkinase_Tyr/	Pkinase.HG2.13:TEK/TIE1	FALSE	TRUE	TRUE	FALSE	TRUE
Spis_XP_022779855_1	I-set/Ig_3/Pkinase_Tyr/	Pkinase.HG47.0:NA	FALSE	FALSE	TRUE	FALSE	TRUE
Spis_XP_022803448_1	Pkinase_Tyr/	Pkinase.HG47.0:NA	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022781553_1	""	""	FALSE	TRUE	TRUE	FALSE	TRUE
Spis_XP_022805106_1	F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/	EGF_like_repeats_and_discoidin_domains_3	FALSE	TRUE	TRUE	TRUE	TRUE
Spis_XP_022799213_1	Laminin_G_3/F5_F8_type_C/	milk_fat_globule_EGF_factor_8_protein	FALSE	TRUE	TRUE	TRUE	TRUE
Spis_XP_022787995_1	adh_short/	sterol_dehydrogenase.HG3.5:like:DHRS9/HSD17B6/RDH5/RDH16/SDR9C7:likeclu:3	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022801340_1	Ank/Ank_2/Pkinase_Tyr/	Pkinase.HG162.0:ILK	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022798588_1	I-set/Pkinase_Tyr/	Pkinase.HG14.10:PTK7	FALSE	TRUE	TRUE	FALSE	TRUE
Spis_XP_022779176_1	Collagen/Collagen/Collagen/Collagen/Collagen/Collagen/Collagen/Collagen/Collagen/Collagen/C4/C4/	Collagen.HG2.5:COL4A1/COL4A2/COL4A3/COL4A5/COL4A6	FALSE	FALSE	TRUE	TRUE	TRUE
Spis_XP_022779213_1	Collagen/Collagen/Collagen/Collagen/Collagen/VWA/Collagen/Collagen/C4/C4/	Collagen.HG2.5:COL4A1/COL4A2/COL4A3/COL4A5/COL4A6	FALSE	FALSE	TRUE	TRUE	TRUE
Spis_XP_022787937_1	Mito_carr/Mito_carr/Mito_carr/	solute_carrier_family_25_member_6	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022803842_1	Armet/	mesencephalic_astrocyte_derived_neurotrophic_factor	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022793848_1	Tetraspanin/	tetraspanin_31	FALSE	TRUE	TRUE	TRUE	FALSE
Spis_XP_022798415_1	Acyltransferase/	transmembrane_protein_68	FALSE	FALSE	TRUE	TRUE	FALSE
Spis_XP_022781669_1	Sprouty/	sprouty_RTK_signaling_antagonist_2	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022780704_1	""	""	FALSE	TRUE	TRUE	FALSE	TRUE
Spis_XP_022797413_1	Pro_isomerase/	peptidylprolyl_isomerase_A	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022781772_1	Ribosomal_S5/Ribosomal_S5_C/	ribosomal_protein_S2	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022800106_1	Lectin_leg-like/	lectin_mannose_binding_2	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022794420_1	Actin/	actin_gamma_1	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022780983_1	ADH_N/ADH_zinc_N/	vesicle_amine_transport_1	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022788298_1	Sushi/I-set/Trypsin/	coagulation_factor_II_thrombin	FALSE	FALSE	TRUE	FALSE	TRUE
Spis_XP_022800644_1	CUB/FXa_inhibition/CUB/Sushi/Sushi/Trypsin/	mannan_binding_lectin_serine_peptidase_1	FALSE	TRUE	TRUE	TRUE	FALSE
Spis_XP_022805157_1	Tmemb_cc2/	transmembrane_and_coiled_coil_domain_family_2	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022780311_1	FCH/SH3_1/	formin_binding_protein_1	FALSE	FALSE	TRUE	TRUE	TRUE
Spis_XP_022802703_1	CBF_beta/	core_binding_factor_subunit_beta	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022789318_1	Glyco_hydro_38N/Alpha-mann_mid/Glyco_hydro_38C/Glyco_hydro38C2/	mannosidase_alpha_class_2B_member_1	FALSE	TRUE	TRUE	TRUE	TRUE
Spis_XP_022809387_1	Ldh_1_N/Ldh_1_C/	malate_dehydrogenase_1	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022800407_1	Peptidase_M28/	glutaminyl_peptide_cyclotransferase	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022779340_1	PID/	PID.HG1.13:GULP1	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022785829_1	MIOX/	myo_inositol_oxygenase	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022801013_1	Clathrin_propel/Clathrin_propel/Clathrin_propel/Clathrin_propel/Clathrin_propel/Clathrin-link/Clathrin_H_link/Clathrin/Clathrin/Clathrin/Clathrin/Clathrin/Clathrin/Clathrin/	clathrin_heavy_chain	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022793509_1	eIF-5a/	eukaryotic_translation_initiation_factor_5A	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022803551_1	Ras/	RAB7A_member_RAS_oncogene_family	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022792354_1	Sema/PSI/TSP_1/TSP_1/	semaphorin_5A	FALSE	TRUE	TRUE	TRUE	FALSE
Spis_XP_022797736_1	""	von_Willebrand_factor_A_domain_containing_7	FALSE	TRUE	TRUE	TRUE	TRUE
Spis_XP_022802236_1	""	""	FALSE	TRUE	TRUE	TRUE	TRUE
Spis_XP_022795093_1	HEPN_DZIP3/NACHT/	DAZ_interacting_zinc_finger_protein_3	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022802692_1	Death/	""	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022788946_1	ANF_receptor/7tm_3/	GPCR-glutamate.HG2.13:like:GABBR1/GABBR2:likeclu:17/23	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022783584_1	CD225/	proline_rich_transmembrane_protein_1	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022797122_1	SAM_PNT/	SAM.HG6.1:like:EHF/ELF3/ELF5/ERG/ETS1/ETS2/ETV6/ETV7/FLI1/GABPA/SAMD9/SPDEF:likeclu:2/4/5/6/7/8/10	FALSE	TRUE	TRUE	FALSE	TRUE
Spis_XP_022786703_1	PLAT/Lipoxygenase/	arachidonate_5_lipoxygenase	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022786707_1	PLAT/Lipoxygenase/	arachidonate_5_lipoxygenase	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022793220_1	MIF4G/MA3/W2/	eukaryotic_translation_initiation_factor_4_gamma_1	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022782681_1	7tm_2/	GPCR-secretin.HG8.1:GPR157	FALSE	TRUE	TRUE	TRUE	FALSE
Spis_XP_022783877_1	Ribosomal_S19/	ribosomal_protein_S15	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022804799_1	fn3/fn3/fn3/fn3/PTP_tm/Y_phosphatase/Y_phosphatase/	protein_tyrosine_phosphatase_receptor_type_D	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022810230_1	Y_phosphatase/Y_phosphatase/Y_phosphatase/	protein_tyrosine_phosphatase_receptor_type_D	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022804809_1	PTP_tm/	receptor-type tyrosine-protein phosphatase S-like	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022810453_1	fn3/fn3/fn3/fn3/	protein_tyrosine_phosphatase_receptor_type_Q	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022777828_1	fn3/PTP_tm/SRCR/	protein_tyrosine_phosphatase_receptor_type_K	FALSE	FALSE	TRUE	TRUE	TRUE
Spis_XP_022796349_1	""	""	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022790465_1	Peptidase_C1/	cathepsin_Z	FALSE	FALSE	TRUE	TRUE	TRUE
Spis_XP_022785729_1	Ribosom_S12_S23/	ribosomal_protein_S23	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022794071_1	EF-hand_7/	allograft_inflammatory_factor_1	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022805999_1	RRM_1/RRM_1/RRM_1/DND1_DSRM/	RRM.HG11.4:A1CF/RBM46/RBM47	FALSE	TRUE	TRUE	TRUE	TRUE
Spis_XP_022780877_1	Inhibitor_I29/Peptidase_C1/	cathepsin_V	FALSE	TRUE	TRUE	TRUE	TRUE
Spis_XP_022799019_1	Cystatin/Inhibitor_I29/Peptidase_C1/	cathepsin_F	FALSE	TRUE	TRUE	TRUE	FALSE
Spis_XP_022797389_1	SelR/	methionine_sulfoxide_reductase_B3	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022793250_1	""	C1q_and_TNF_related_12	FALSE	FALSE	TRUE	FALSE	TRUE
Spis_XP_022800919_1	Pkinase/	Pkinase.HG39.3:PRKX	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022806298_1	DUF2370/	Nedd4_family_interacting_protein_1	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022800957_1	LAMTOR/	late_endosomal_lysosomal_adaptor_MAPK_and_MTOR_activator_1	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022795196_1	WIF/Pkinase_Tyr/	Pkinase.HG8.5:like:RYK:likeclu:7	FALSE	TRUE	TRUE	FALSE	TRUE
Spis_XP_022791833_1	PSI_integrin/Integrin_beta/I-EGF_1/Integrin_b_cyt/	Integrin_beta.HG1.0:AC068234/ITGB1/ITGB2/ITGB3/ITGB4/ITGB5/ITGB6/ITGB7/ITGB8	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022809951_1	OATP/	solute_carrier_organic_anion_transporter_family_member_4C1	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022779114_1	WW/WW/	Yes_associated_protein_1	FALSE	TRUE	TRUE	FALSE	TRUE
Spis_XP_022788809_1	VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/Kazal_2/VWA/VWA/Kazal_2/VWA/GON/VWA/Kazal_2/Kazal_2/Kazal_2/Kazal_2/Kazal_2/Kazal_2/Kazal_2/Kazal_2/Kazal_2/	agrin	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022795155_1	Pep_M12B_propep/Reprolysin/TSP_1/ADAM_spacer1/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/GON/	ADAM_metallopeptidase_with_thrombospondin_type_1_motif_9	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022791319_1	Glyco_hydro_47/	ER_degradation_enhancing_alpha_mannosidase_like_protein_2	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022787118_1	MG3/MG4/A2M_BRD/A2M/TED_complement/A2M_recep/	C3_and_PZP_like_alpha_2_macroglobulin_domain_containing_8	FALSE	TRUE	TRUE	TRUE	TRUE
Spis_XP_022782766_1	MG1/MG4/A2M_BRD/A2M/TED_complement/A2M_recep/NTR/	complement_C3	FALSE	FALSE	TRUE	FALSE	TRUE
Spis_XP_022788977_1	MG1/MG2/MG3/MG4/A2M_BRD/A2M/TED_complement/A2M_recep/NTR/	complement_C3	FALSE	TRUE	TRUE	FALSE	TRUE
Spis_XP_022786760_1	Pyrid_oxidase_2/	cellular_repressor_of_E1A_stimulated_genes_2	FALSE	TRUE	TRUE	TRUE	FALSE
Spis_XP_022804829_1	""	TNFAIP3-interacting protein 1-like	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022803957_1	PLAT/Lipoxygenase/	arachidonate_5_lipoxygenase	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022806518_1	Sushi/VWA/Trypsin/	transmembrane_serine_protease_11D	FALSE	FALSE	TRUE	TRUE	TRUE
Spis_XP_022796487_1	MFS_1/	solute_carrier_family_16_member_8	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022791198_1	MFS_1/	solute_carrier_family_16_member_10	FALSE	TRUE	TRUE	TRUE	FALSE
Spis_XP_022793355_1	Ribosomal_L35Ae/	ribosomal_protein_L35a	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022802222_1	""	""	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022790491_1	7tm_1/	GPCR-rhodopsin.HG3.80:NA	FALSE	FALSE	TRUE	TRUE	FALSE
Spis_XP_022808925_1	TLD/	""	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022807076_1	Collagen/Ig_3/Ig_3/TLD/	Collagen.HG1.0:like:COLEC10/COLEC11/FCN1/FCN2/GLDN/MARCO/MBL2/MSR1/SCARA5/SFTPD:likeclu:2/7/9/12/13/15	FALSE	FALSE	TRUE	FALSE	TRUE
Spis_XP_022804524_1	Collagen/Ig_3/I-set/Ig_3/Sushi/Sushi/TLD/	Collagen.HG1.1:like:COLEC10/COLEC11/GLDN:likeclu:7/9	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022808998_1	TLD/TLD/	""	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022810276_1	Lectin_C/EGF_CA/TLD/	Lectin_C.HG4.2:NA	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022777477_1	TLD/	TLD domain-containing protein 1-like	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022792185_1	Collagen/I-set/Ig_3/Ig_3/	Collagen.HG1.1:like:COLEC10/COLEC11/GLDN:likeclu:7/9	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022806637_1	F5_F8_type_C/F5_F8_type_C/fn3/fn3/F5_F8_type_C/F5_F8_type_C/fn3/fn3/fn3/fn3/fn3/fn3/PTP_tm/	sidekick_cell_adhesion_molecule_2	FALSE	FALSE	TRUE	TRUE	TRUE
Spis_XP_022794967_1	PH/	CNK3_IPCEF1_fusion_protein_	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022803526_1	Abhydro_lipase/	lipase_F_gastric_type	FALSE	TRUE	TRUE	FALSE	TRUE
Spis_XP_022802724_1	Abhydrolase_1/	lipase_A_lysosomal_acid_type	FALSE	TRUE	TRUE	FALSE	TRUE
Spis_XP_022780727_1	Abhydro_lipase/	lipase_family_member_K	FALSE	TRUE	TRUE	TRUE	FALSE
Spis_XP_022790634_1	SET/	SET.HG1.2:SMYD4	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022797129_1	I-set/	MAM_domain_containing_glycosylphosphatidylinositol_anchor_2	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022781606_1	I-set/I-set/	fibroblast_growth_factor_receptor_like_1	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022781621_1	I-set/Ig_3/Ig_3/TIR_2/	TIR.HG1.11:like:IL1R1/IL1RAP/IL1RAPL1/IL1RAPL2/IL1RL1/IL1RL2/IL18R1/IL18RAP/SIGIRR:likeclu:9	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022781602_1	Ig_3/Pkinase_Tyr/	Pkinase.HG2.12:FGFR1/FGFR2/FGFR3/FGFR4	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022806020_1	I-set/Ig_3/Ig_3/	fibroblast_growth_factor_receptor_like_1	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022806014_1	I-set/Ig_3/	fibroblast_growth_factor_receptor_like_1	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022801638_1	Ig_3/Pkinase_Tyr/	Pkinase.HG35.0:like:AC058822/CSF1R/FLT1/FLT3/FLT4/KDR/KIT/PDGFRA/PDGFRB:likeclu:4	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022795558_1	Ammonium_transp/	Rh_family_B_glycoprotein_gene_pseudogene_	FALSE	TRUE	TRUE	TRUE	TRUE
Spis_XP_022793214_1	""	""	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022800683_1	ShK/ShK/MAM/	""	FALSE	FALSE	TRUE	FALSE	TRUE
Spis23427_1	TPR_12/TPR_12/TPR_12/TPR_10/	""	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022810600_1	TPR_12/	kinesin light chain-like, partial	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022782713_1	Pkinase_Tyr/	Pkinase.HG1.0:NA	FALSE	FALSE	TRUE	TRUE	TRUE
Spis_XP_022807111_1	MACPF/	macrophage_expressed_1	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022807113_1	MACPF/	macrophage_expressed_1	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022789834_1	""	""	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022793829_1	Peptidase_M13_N/Peptidase_M13/	membrane_metalloendopeptidase_like_1	FALSE	FALSE	TRUE	FALSE	TRUE
Spis_XP_022789871_1	GTP_EFTU/GTP_EFTU_D2/GTP_EFTU_D3/	eukaryotic_translation_elongation_factor_1_alpha_1	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022797831_1	RNB/AAA_11/AAA_12/	helicase_with_zinc_finger_2	FALSE	FALSE	TRUE	TRUE	FALSE
Spis_XP_022781124_1	wnt/	wnt.HG1.18:WNT5A/WNT5B	FALSE	FALSE	TRUE	FALSE	TRUE
Spis_XP_022782172_1	Gal_Lectin/Gal_Lectin/Gal_Lectin/Gal_Lectin/	eva_1_homolog_C	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022807431_1	PFK/PFK/	phosphofructokinase_muscle	FALSE	FALSE	TRUE	FALSE	FALSE
Spis20566_1	VWA/	collagen_type_XII_alpha_1_chain	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022783722_1	FGF/	FGF.HG1.17:like:FGF8/FGF17/FGF18:likeclu:34	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022793430_1	G_glu_transpept/	gamma_glutamyltransferase_1	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022787609_1	FGF/	FGF.HG1.4:like:FGF8/FGF17/FGF18:likeclu:34	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022783570_1	Folate_rec/	folate_receptor_gamma	FALSE	FALSE	TRUE	TRUE	FALSE
Spis_XP_022780918_1	""	follistatin-related protein 4-like	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022810483_1	""	""	FALSE	FALSE	TRUE	TRUE	TRUE
Spis_XP_022782661_1	zf-CHY/	""	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022793985_1	zf-RING_2/	RING finger and CHY zinc finger domain-containing protein 1-like, partial	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022802583_1	HEPN_DZIP3/TPR_8/zf-CHY/	DAZ_interacting_zinc_finger_protein_3	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022800474_1	Arf/Arf/	ADP_ribosylation_factor_1	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022789091_1	Lipoxygenase/	arachidonate_5_lipoxygenase	FALSE	FALSE	TRUE	FALSE	TRUE
Spis_XP_022788102_1	Sulfatase/	sulfatase_1	FALSE	FALSE	TRUE	FALSE	TRUE
Spis_XP_022794785_1	AATase/	""	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022786408_1	a_DG1_N2/DAG1/	DAG1.HG1.0:like:DAG1:likeclu:5	FALSE	TRUE	TRUE	FALSE	TRUE
Spis_XP_022808863_1	Folate_rec/	folate_receptor_gamma	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022786290_1	Peptidase_S8/P_proprotein/TSP_1/TSP_1/TSP_1/TSP_1/	proprotein_convertase_subtilisin_kexin_type_4	FALSE	TRUE	TRUE	FALSE	FALSE
Spis_XP_022786437_1	""	""	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022795785_1	Peptidase_M1_N/Peptidase_M1/ERAP1_C/	glutamyl_aminopeptidase	FALSE	FALSE	TRUE	FALSE	FALSE
Spis_XP_022806564_1	TGFb_propeptide/TGF_beta/	TGF_beta.HG1.23:BMP5/BMP6/BMP7/BMP8A/BMP8B	FALSE	TRUE	TRUE	FALSE	TRUE
Spis_XP_022779253_1	Collagen/Collagen/Collagen/COLFI/	Collagen.HG2.33:like:COL1A1/COL1A2/COL2A1/COL3A1/COL5A2:likeclu:26	FALSE	FALSE	TRUE	FALSE	TRUE
