group	gene	pfam	humanog	tf
Spis_neuron_13	Spis_XP_022788608_1	Pkinase/CNH/	Citron.HG3.0:MAP4K4/MINK1/TNIK	FALSE
Spis_neuron_13	Spis_XP_022798228_1	Ion_trans/BK_channel_a/	ion-NaKCa.HG24.0:KCNMA1/KCNU1	FALSE
Spis_neuron_13	Spis_XP_022793652_1	Thioredoxin/NDK/NDK/NDK/F5_F8_type_C/F5_F8_type_C/	NME_NM23_family_member_8	FALSE
Spis_neuron_13	Spis_XP_022779930_1	VWA_3/DUF4537/	von_Willebrand_factor_A_domain_containing_3A	FALSE
Spis_neuron_13	Spis_XP_022800099_1	LIM_bind/LIM_bind/LID/	LIM_domain_binding_2	FALSE
Spis_neuron_13	Spis_XP_022790640_1	Pkinase/	Pkinase.HG140.0:MAK	FALSE
Spis_neuron_13	Spis_XP_022807121_1	Atg8/	microtubule_associated_protein_1_light_chain_3_alpha	FALSE
Spis_neuron_13	Spis_XP_022796177_1	Myosin_head/IQ/IQ/IQ/IQ/MyTH4/MyTH4/FERM_M/	Myosin.HG1.5:MYO7A/MYO7B	FALSE
Spis_neuron_13	Spis_XP_022804157_1	""	WD_repeat_domain_60	FALSE
Spis_neuron_13	Spis_XP_022789470_1	B56/	protein_phosphatase_2_regulatory_subunit_B_alpha	FALSE
Spis_neuron_13	Spis_XP_022783178_1	Nudc_N/CS/	nuclear_distribution_C_dynein_complex_regulator	FALSE
Spis_neuron_13	Spis_XP_022791435_1	AAA/	IQ_motif_containing_with_AAA_domain_1	FALSE
Spis_neuron_13	Spis_XP_022794023_1	DNA_photolyase/FAD_binding_7/DNA_photolyase/FAD_binding_7/	cryptochrome_circadian_regulator_1	FALSE
Spis_neuron_13	Spis_XP_022788617_1	IFT81_CH/	intraflagellar_transport_81	FALSE
Spis_neuron_13	Spis_XP_022796109_1	FERM_N/FERM_M/FERM_C/FA/	FERM_M.HG1.7:EPB41/EPB41L2/EPB41L3	FALSE
Spis_neuron_13	Spis_XP_022782253_1	ParcG/	parkin_coregulated	FALSE
Spis_neuron_13	Spis_XP_022790452_1	""	dynein_axonemal_intermediate_chain_2	FALSE
Spis_neuron_13	Spis_XP_022785210_1	DUF3808/	tetratricopeptide_repeat_domain_39A	FALSE
Spis_neuron_13	Spis_XP_022780420_1	WD40/	dynein_axonemal_intermediate_chain_1	FALSE
Spis_neuron_13	Spis_XP_022786011_1	HECT/	HECT_domain_E3_ubiquitin_protein_ligase_2	FALSE
Spis_neuron_13	Spis_XP_022782475_1	Arm/	armadillo_repeat_containing_4	FALSE
Spis_neuron_13	Spis_XP_022781357_1	Ras/	RAB38_member_RAS_oncogene_family	FALSE
Spis_neuron_13	Spis_XP_022803384_1	Na_Ca_ex/Na_Ca_ex/	ion-exch-NaCa.HG1.0:SLC24A1/SLC24A2	FALSE
Spis_neuron_13	Spis_XP_022798418_1	ARL2_Bind_BART/	cilia_and_flagella_associated_protein_36	FALSE
Spis_neuron_13	Spis_XP_022785306_1	La/RRM_1/RRM_3/	La.HG1.0:LARP7	FALSE
Spis_neuron_13	Spis_XP_022788830_1	Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/	cadherin_related_23	FALSE
Spis_neuron_13	Spis_XP_022796872_1	Ras/	RAB27A_member_RAS_oncogene_family	FALSE
Spis_neuron_13	Spis_XP_022805592_1	SNF/SNF/	solute_carrier_family_6_member_1	FALSE
Spis_neuron_13	Spis_XP_022796357_1	Pyr_redox_3/	oxidative_stress_induced_growth_inhibitor_1	FALSE
Spis_neuron_13	Spis_XP_022793747_1	I-set/Ig_3/	hemicentin_2	FALSE
Spis_neuron_13	Spis_XP_022779206_1	""	zinc_finger_B_box_domain_containing	FALSE
Spis_neuron_13	Spis_XP_022803926_1	S8_pro-domain/Peptidase_S8/P_proprotein/	proprotein_convertase_subtilisin_kexin_type_1	FALSE
Spis_neuron_13	Spis_XP_022780268_1	Meiosis_expr/	meiosis_spermiogenesis_associated_1	FALSE
Spis_neuron_13	Spis_XP_022803007_1	Robl_LC7/	dynein_light_chain_roadblock_type_2	FALSE
Spis_neuron_13	Spis_XP_022804856_1	MMS1_N/CPSF_A/	splicing_factor_3b_subunit_3	FALSE
Spis_neuron_13	Spis_XP_022789658_1	PLAT/Ank_2/Ank_2/	RP1_axonemal_microtubule_associated	FALSE
Spis_neuron_13	Spis_XP_022797614_1	Laminin_G_2/Laminin_G_2/EGF/	Laminin.HG3.16:like:CNTNAP1/CNTNAP2/CNTNAP3/CNTNAP3B/CNTNAP4/CNTNAP5:likeclu:8	FALSE
Spis_neuron_13	Spis_XP_022799561_1	""	acidic_nuclear_phosphoprotein_32_family_member_B	FALSE
Spis_neuron_13	Spis_XP_022808701_1	CAP_GLY/	CAP_Gly_domain_containing_linker_protein_family_member_4	FALSE
Spis_neuron_13	Spis_XP_022792192_1	""	IQ_motif_and_ubiquitin_domain_containing	FALSE
Spis_neuron_13	Spis_XP_022780101_1	""	BAH_domain_and_coiled_coil_containing_1	FALSE
Spis_neuron_13	Spis_XP_022787696_1	C2/C2/FerI/C2/FerB/C2/C2/C2/C2/Ferlin_C/	Synaptotagmin.HG10.2:FER1L6/OTOF	FALSE
Spis_neuron_13	Spis_XP_022787648_1	LRR_8/	protein_phosphatase_1_regulatory_subunit_42	FALSE
Spis_neuron_13	Spis_XP_022788626_1	RIIa/IQ/IQ/	sperm_autoantigenic_protein_17	FALSE
Spis_neuron_13	Spis_XP_022780320_1	""	IQ_motif_containing_D	FALSE
Spis_neuron_14	Spis_XP_022792055_1	zf-C4/Hormone_recep/	zf-C4_Nuclear_receptors.unclass	TRUE
Spis_neuron_14	Spis_XP_022803726_1	LIM/LIM/Homeodomain/	Homeodomains.LIM_LHX1/LIM_LHX3/LIM_LHX4	TRUE
Spis_neuron_14	Spis_XP_022786510_1	HLH/Hairy_orange/	HLH.HELT	TRUE
Spis_neuron_14	Spis_XP_022780982_1	Homeodomain/	Homeodomains.like:PRD_NOBOX	TRUE
Spis_neuron_14	Spis_XP_022784643_1	""	centrosomal_protein_83	FALSE
Spis_neuron_14	Spis_XP_022801117_1	BTB_2/	potassium_channel_tetramerization_domain_containing_7	FALSE
Spis_neuron_14	Spis_XP_022794006_1	PXA/RGS/PX/Nexin_C/	RGS.HG8.0:SNX25	FALSE
Spis_neuron_14	Spis_XP_022779115_1	PH/C1_1/C1_1/DAGK_cat/DAGK_acc/SAM_1/	SAM.HG1.0:DGKD/DGKH	FALSE
Spis_neuron_14	Spis_XP_022780576_1	Mito_carr/	solute_carrier_family_25_member_17	FALSE
Spis_neuron_14	Spis_XP_022796139_1	Ank_2/	transient_receptor_potential_cation_channel_subfamily_A_member_1	FALSE
Spis_neuron_14	Spis_XP_022786339_1	NYD-SP28/NYD-SP28_assoc/	dynein_regulatory_complex_subunit_1	FALSE
Spis_neuron_14	Spis_XP_022781831_1	PDE8/PAS_9/PDEase_I/	phosphodiesterase_8B	FALSE
Spis_neuron_14	Spis_XP_022789470_1	B56/	protein_phosphatase_2_regulatory_subunit_B_alpha	FALSE
Spis_neuron_14	Spis_XP_022800264_1	zf-C3HC4_2/WD40/WD40/WD40/	TNF_receptor_associated_factor_7	FALSE
Spis_neuron_14	Spis_XP_022792940_1	AnkUBD/OTU/	zinc_finger_RANBP2_type_containing_1	FALSE
Spis_neuron_14	Spis_XP_022792971_1	RGS/Pkinase/	Pkinase.HG131.0:GRK1/GRK4/GRK5/GRK6/GRK7	FALSE
Spis_neuron_14	Spis_XP_022805587_1	Pkinase/	Pkinase.HG12.2:PIM1/PIM2/PIM3	FALSE
Spis_neuron_14	Spis_XP_022803360_1	DAG_kinase_N/EF-hand_7/C1_1/C1_1/DAGK_cat/DAGK_acc/	diacylglycerol_kinase_beta	FALSE
Spis_neuron_14	Spis_XP_022794784_1	Maf1/	MAF1_homolog_negative_regulator_of_RNA_polymerase_III	FALSE
Spis_neuron_14	Spis_XP_022792624_1	LRR_8/LRR_8/LRR_8/LRR_8/	SHOC2_leucine_rich_repeat_scaffold_protein	FALSE
Spis_neuron_14	Spis_XP_022800578_1	ThiF/	ubiquitin_like_modifier_activating_enzyme_5	FALSE
Spis_neuron_14	Spis_XP_022795227_1	Neur_chan_LBD/Neur_chan_memb/	ion-neuro-gated.HG1.3:AC243734/AC254952/CHRFAM7A/CHRNA1/CHRNA2/CHRNA3/CHRNA4/CHRNA5/CHRNA6/CHRNA7/CHRNB1/CHRNB2/CHRNB3/CHRNB4/CHRND/CHRNE/CHRNG	FALSE
Spis_neuron_14	Spis_XP_022800910_1	NDK/NDK/	NME_NM23_family_member_7	FALSE
Spis_neuron_14	Spis_XP_022783309_1	""	zinc_finger_SWIM_type_containing_5	FALSE
Spis_neuron_14	Spis_XP_022801039_1	Bax1-I/	Fas_apoptotic_inhibitory_molecule_2	FALSE
Spis_neuron_14	Spis_XP_022798903_1	""	""	FALSE
Spis_neuron_14	Spis_XP_022786566_1	NDK/Dpy-30/	NME_NM23_family_member_5	FALSE
Spis_neuron_14	Spis_XP_022785053_1	UNC80/	unc_80_homolog_NALCN_channel_complex_subunit	FALSE
Spis_neuron_14	Spis_XP_022787129_1	TTL/	tubulin_tyrosine_ligase_like_7	FALSE
Spis_neuron_14	Spis_XP_022797590_1	ARGLU/	arginine and glutamate-rich protein 1-A-like isoform X1	FALSE
Spis_neuron_14	Spis_XP_022805062_1	RRM_7/CEBP_ZZ/	RRM.HG36.0:CPEB2/CPEB3/CPEB4	FALSE
Spis_neuron_14	Spis_XP_022789407_1	LRR_9/	leucine_rich_repeat_containing_6	FALSE
Spis_neuron_14	Spis_XP_022780286_1	PP2C/	TGF_beta_activated_kinase_1_MAP3K7_binding_protein_1	FALSE
Spis_neuron_14	Spis_XP_022804586_1	AA_permease/	solute_carrier_family_12_member_8	FALSE
Spis_neuron_14	Spis_XP_022795218_1	zf-TRM13_CCCH/zf-U11-48K/TRM13/	tRNA_methyltransferase_13_homolog	FALSE
Spis_neuron_14	Spis_XP_022798685_1	RRM_1/	RRM.HG23.0:RBM22	FALSE
Spis_neuron_14	Spis_XP_022808866_1	fn3/fn3/fn3/Y_phosphatase/Y_phosphatase/	protein_tyrosine_phosphatase_receptor_type_D	FALSE
Spis_neuron_2	Spis_XP_022799612_1	Tub/	Tub.TUB/TULP1/TULP2/TULP3	TRUE
Spis_neuron_2	Spis_XP_022796217_1	zf-C2H2/zf-C2H2/zf-C2H2/	zf-C2H2.KLF10/KLF11	TRUE
Spis_neuron_2	Spis_XP_022790567_1	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/	zf-C2H2.like:GFI1/GFI1B	TRUE
Spis_neuron_2	Spis_XP_022794392_1	LIM/LIM/Homeodomain/	Homeodomains.LIM_LMX1A/LIM_LMX1B	TRUE
Spis_neuron_2	Spis_XP_022799818_1	AbfB/	""	FALSE
Spis_neuron_2	Spis_XP_022794323_1	""	trichohyalin-like	FALSE
Spis_neuron_2	Spis_XP_022784222_1	Ion_trans_2/	ion-NaKCa.HG3.3:NA	FALSE
Spis_neuron_2	Spis_XP_022786567_1	FERM_N/FERM_M/zf-C3HC4_3/	FERM_M.HG5.2:like:MYLIP:likeclu:1	FALSE
Spis_neuron_2	Spis_XP_022787404_1	Vps54_N/Vps54/	VPS54_subunit_of_GARP_complex	FALSE
Spis_neuron_2	Spis_XP_022791228_1	GRIP/	GRIP_and_coiled_coil_domain_containing_2	FALSE
Spis_neuron_2	Spis_XP_022804436_1	WD40/ANAPC4_WD40/WD40/	EMAP_like_6	FALSE
Spis_neuron_2	Spis_XP_022782002_1	""	nucleolar protein 58-like	FALSE
Spis_neuron_2	Spis_XP_022793550_1	""	""	FALSE
Spis_neuron_2	Spis_XP_022793165_1	Drf_GBD/Drf_FH3/Drf_FH1/FH2/	inverted_formin_FH2_and_WH2_domain_containing	FALSE
Spis_neuron_2	Spis_XP_022804315_1	Myelin_PLP/	glycoprotein_M6A	FALSE
Spis_neuron_2	Spis_XP_022795101_1	THEG/THEG/THEG/THEG/	testicular haploid expressed gene protein-like	FALSE
Spis_neuron_2	Spis_XP_022794324_1	EF-hand_7/	ninein_like	FALSE
Spis_neuron_2	Spis_XP_022786866_1	""	AT_hook_transcription_factor	FALSE
Spis_neuron_2	Spis_XP_022779277_1	C1_2/zf-C3HC4_3/	MDM2_proto_oncogene	FALSE
Spis_neuron_2	Spis_XP_022790640_1	Pkinase/	Pkinase.HG140.0:MAK	FALSE
Spis_neuron_2	Spis_XP_022779941_1	KIND/FERM_N/FERM_M/FERM_C/PDZ/PDZ/PDZ/PDZ/PDZ/PDZ/Y_phosphatase/	FERM_M.HG1.1:FRMD1/FRMD6/FRMPD2/PTPN13	FALSE
Spis_neuron_2	Spis_XP_022795509_1	Patatin/	patatin_like_phospholipase_domain_containing_7	FALSE
Spis_neuron_2	Spis_XP_022790695_1	Pro_dh/	proline_dehydrogenase_1	FALSE
Spis_neuron_2	Spis_XP_022799040_1	zf-HC5HC2H/PHD/PHD/PHD/zf-HC5HC2H/FYRN/FYRC/SET/	PHD.HG2.5:KMT2C/KMT2D	FALSE
Spis_neuron_2	Spis_XP_022789945_1	7tm_1/	GPCR-rhodopsin.HG34.1:GPR153/GPR162	FALSE
Spis_neuron_2	Spis_XP_022800540_1	TSP_1/TSP_1/	hemicentin_1	FALSE
Spis_neuron_2	Spis_XP_022782888_1	JAKMIP_CC3/SH3_2/SH3_2/SH3_2/	RIMSbp.HG1.7:RIMBP2/RIMBP3/RIMBP3B/RIMBP3C/TSPOAP1	FALSE
Spis_neuron_2	Spis_XP_022806255_1	DUF4590/LRR_6/LRR_6/LRR_6/	glutamate_rich_3	FALSE
Spis_neuron_2	Spis_XP_022790765_1	Guanylate_kin/	Guanylate_kin.HG3.0:CACNB1/CACNB2/CACNB3/CACNB4	FALSE
Spis_neuron_2	Spis_XP_022786621_1	Pkinase/POLO_box/POLO_box/	Pkinase.HG62.4:like:PLK1:likeclu:5	FALSE
Spis_neuron_2	Spis_XP_022804302_1	Ion_trans_2/Ion_trans_2/	potassium_two_pore_domain_channel_subfamily_K_member_9	FALSE
Spis_neuron_2	Spis_XP_022792939_1	RRM_1/RRM_1/RRM_1/	RRM.HG7.3:TIA1/TIAL1	FALSE
Spis_neuron_2	Spis_XP_022799873_1	LUC7/	LUC7_like_3_pre_mRNA_splicing_factor	FALSE
Spis_neuron_2	Spis_XP_022781385_1	Peptidase_C2/	androglobin	FALSE
Spis_neuron_2	Spis_XP_022802451_1	TGF_beta_GS/Pkinase_Tyr/	Pkinase.HG6.11:ACVR1B/ACVR1C/TGFBR1	FALSE
Spis_neuron_2	Spis_XP_022794598_1	WD40/WD40/WD40/WD40/WD40/WD40/	WD_repeat_domain_86	FALSE
Spis_neuron_2	Spis_XP_022794609_1	Cir_N/CWC25/	CWC25_spliceosome_associated_protein_homolog	FALSE
Spis_neuron_2	Spis_XP_022785215_1	DOT1/	DOT1.HG1.2:DOT1L	FALSE
Spis_neuron_2	Spis_XP_022791435_1	AAA/	IQ_motif_containing_with_AAA_domain_1	FALSE
Spis_neuron_2	Spis_XP_022807516_1	HATPase_c_3/Morc6_S5/zf-CW/	zf-CW.HG1.3:MORC1/MORC2	FALSE
Spis_neuron_2	Spis_XP_022794987_1	HATPase_c_3/SMC_hinge/	structural_maintenance_of_chromosomes_flexible_hinge_domain_containing_1	FALSE
Spis_neuron_2	Spis_XP_022794784_1	Maf1/	MAF1_homolog_negative_regulator_of_RNA_polymerase_III	FALSE
Spis_neuron_2	Spis_XP_022784898_1	Glyco_hydr_116N/DUF608/	glucosylceramidase_beta_2	FALSE
Spis_neuron_2	Spis_XP_022796482_1	FHA/zf-C3HC4_3/	ring_finger_protein_8	FALSE
Spis_neuron_2	Spis_XP_022803384_1	Na_Ca_ex/Na_Ca_ex/	ion-exch-NaCa.HG1.0:SLC24A1/SLC24A2	FALSE
Spis_neuron_2	Spis_XP_022786492_1	EF-hand_9/KASH_CCD/MRVI1/	lymphoid_restricted_membrane_protein	FALSE
Spis_neuron_2	Spis_XP_022806537_1	WES_acyltransf/WS_DGAT_C/	""	FALSE
Spis_neuron_2	Spis_XP_022799086_1	Prominin/Prominin/	prominin_1	FALSE
Spis_neuron_2	Spis_XP_022800599_1	""	mediator of RNA polymerase II transcription subunit 1-like	FALSE
Spis_neuron_2	Spis_XP_022784399_1	MFS_1/Laminin_G_3/	Laminin.HG14.1:NA	FALSE
Spis_neuron_2	Spis_XP_022785630_1	zf-C2HC_2/zf-C2HC_2/zf-C2HC_2/zf-C2HC_2/	zinc_finger_protein_474	FALSE
Spis_neuron_2	Spis_XP_022786451_1	Band_7/	stomatin	FALSE
Spis_neuron_2	Spis_XP_022787585_1	TPR_12/TPR_12/	G-protein-signaling modulator 2-like	FALSE
Spis_neuron_2	Spis_XP_022785811_1	MATH/OAS1_C/	2_5_oligoadenylate_synthetase_1	FALSE
Spis_neuron_2	Spis_XP_022796357_1	Pyr_redox_3/	oxidative_stress_induced_growth_inhibitor_1	FALSE
Spis_neuron_2	Spis_XP_022786551_1	Mito_carr/Mito_carr/Mito_carr/	solute_carrier_family_25_member_18	FALSE
Spis_neuron_2	Spis_XP_022799333_1	TB2_DP1_HVA22/	receptor_accessory_protein_5	FALSE
Spis_neuron_2	Spis_XP_022788829_1	""	grainyhead_like_transcription_factor_1	FALSE
Spis_neuron_2	Spis_XP_022806932_1	BSMAP/	transmembrane_protein_59	FALSE
Spis_neuron_2	Spis_XP_022802586_1	EF-hand_5/EF-hand_7/	neuronal_calcium_sensor_1	FALSE
Spis_neuron_2	Spis_XP_022795129_1	F-box-like/LRR_6/LRR_6/	F_box_and_leucine_rich_repeat_protein_20	FALSE
Spis_neuron_2	Spis_XP_022783085_1	HABP4_PAI-RBP1/	SERPINE1_mRNA_binding_protein_1	FALSE
Spis_neuron_2	Spis_XP_022809269_1	CAP_GLY/	CAP_Gly_domain_containing_linker_protein_2	FALSE
Spis_neuron_2	Spis_XP_022790851_1	UPF0444/	transmembrane protein 263-like	FALSE
Spis_neuron_2	Spis_XP_022794111_1	XRN_N/XRN_M/XRN1_D1/XRN1_D2_D3/SH3_12/	5_3_exoribonuclease_1	FALSE
Spis_neuron_2	Spis_XP_022805223_1	PL48/	RHO_family_interacting_cell_polarization_regulator_2	FALSE
Spis_neuron_2	Spis_XP_022785882_1	FAM117/	family_with_sequence_similarity_117_member_B	FALSE
Spis_neuron_2	Spis_XP_022802937_1	Tudor-knot/PHD/	PHD.HG2.10:like:KMT2E:likeclu:12	FALSE
Spis_neuron_2	Spis_XP_022793289_1	BTG/	BTG_anti_proliferation_factor_1	FALSE
Spis_neuron_2	Spis_XP_022794919_1	WD40/WD40/WD40/WD40/WD40/Bromodomain/Bromodomain/	Bromodomain.HG9.1:BRWD1/BRWD3/PHIP	FALSE
Spis_neuron_2	Spis_XP_022791625_1	Arm/	armadillo_repeat_containing_4	FALSE
Spis_neuron_2	Spis_XP_022794014_1	CUB/GPS/7tm_2/	GPCR-secretin.HG1.24:like:ADGRE1/ADGRE2/ADGRE3/ADGRE5/ADGRL1/ADGRL2/ADGRL3/ADGRL4/CELSR1/CELSR2/CELSR3:likeclu:35/44/45/46/47/72/73	FALSE
Spis_neuron_2	Spis_XP_022781871_1	RhoGEF/PH_16/	Rho_guanine_nucleotide_exchange_factor_28	FALSE
Spis_neuron_2	Spis_XP_022784864_1	Anoctamin/	anoctamin_8	FALSE
Spis_neuron_2	Spis_XP_022789257_1	Ion_trans_2/Ion_trans_2/	potassium_two_pore_domain_channel_subfamily_K_member_16	FALSE
Spis_neuron_2	Spis_XP_022783412_1	DHC_N1/DHC_N1/DHC_N2/AAA_6/AAA_6/Dynein_AAA_lid/AAA_7/AAA_lid_1/AAA_8/AAA_9/Dynein_heavy/AAA_lid_11/Dynein_C/	dynein_axonemal_heavy_chain_8	FALSE
Spis_neuron_2	Spis_XP_022781205_1	zf-C2H2/zf-C2H2/zf-C2H2/	PR_SET_domain_13	FALSE
Spis_neuron_2	Spis_XP_022790154_1	F5_F8_type_C/F5_F8_type_C/	milk_fat_globule_EGF_factor_8_protein	FALSE
Spis_neuron_2	Spis_XP_022779603_1	SNF/	solute_carrier_family_6_member_19	FALSE
Spis_neuron_2	Spis_XP_022780101_1	""	BAH_domain_and_coiled_coil_containing_1	FALSE
Spis_neuron_2	Spis_XP_022781288_1	VWA_N/VWA/	calcium_voltage_gated_channel_auxiliary_subunit_alpha2delta_1	FALSE
Spis_neuron_2	Spis_XP_022785026_1	C2/C2/C2/PRT_C/	Synaptotagmin.HG2.7:MCTP1/MCTP2	FALSE
Spis_neuron_2	Spis_XP_022804709_1	Pkinase/	Pkinase.HG51.1:MAPK4/MAPK6	FALSE
Spis_neuron_2	Spis_XP_022808260_1	Plus-3/	RTF1_homolog_Paf1_RNA_polymerase_II_complex_component	FALSE
Spis_neuron_6	Spis_XP_022779266_1	MBD/WSD/PHD/PHD/Bromodomain/	MBD.BAZ2A/BAZ2B	TRUE
Spis_neuron_6	Spis_XP_022779261_1	bZIP_Maf/	bZIP.BACH1/BACH2/NFE2/NFE2L1/NFE2L2/NFE2L3	TRUE
Spis_neuron_6	Spis_XP_022787384_1	SANTA/Myb_DNA-binding/	Myb.MIS18BP1	TRUE
Spis_neuron_6	Spis_XP_022789725_1	RFX_DNA_binding/	RFX.RFX4/RFX6/RFX8	TRUE
Spis_neuron_6	Spis_XP_022792224_1	bZIP_1/	bZIP.CREB3L1/CREB3L2	TRUE
Spis_neuron_6	Spis_XP_022794616_1	Homeodomain/	Homeodomains.like:ANTP_NKX2-1/ANTP_NKX2-2/ANTP_NKX2-3/ANTP_NKX2-4/ANTP_NKX2-5/ANTP_NKX2-6/ANTP_NKX2-8/ANTP_NKX3-1/ANTP_NKX3-2	TRUE
Spis_neuron_6	Spis_XP_022794775_1	bZIP_Maf/	bZIP.like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL	TRUE
Spis_neuron_6	Spis_XP_022806717_1	HMG_box/	HMGbox_Sox.BBX/CIC	TRUE
Spis_neuron_6	Spis_XP_022780686_1	Nudc_N/CS/	NudC_domain_containing_3	FALSE
Spis_neuron_6	Spis_XP_022790128_1	Acyltransferase/	1_acylglycerol_3_phosphate_O_acyltransferase_1	FALSE
Spis_neuron_6	Spis_XP_022789849_1	Bin3/	methylphosphate_capping_enzyme	FALSE
Spis_neuron_6	Spis_XP_022793751_1	Pkinase/	Pkinase.HG102.1:HIPK1/HIPK2/HIPK3	FALSE
Spis_neuron_6	Spis_XP_022788259_1	7tm_1/	GPCR-rhodopsin.HG9.18:NA	FALSE
Spis_neuron_6	Spis19524_1	7tm_1/	GPCR-rhodopsin.HG9.18:NA	FALSE
Spis_neuron_6	Spis_XP_022805565_1	7tm_1/	GPCR-rhodopsin.HG1.78:like:GPR27/GPR50/GPR85/GPR173:likeclu:48/49	FALSE
Spis_neuron_6	Spis_XP_022805232_1	7tm_1/	GPCR-rhodopsin.HG1.27:like:GPR101/GPR161:likeclu:42/53	FALSE
Spis_neuron_6	Spis_XP_022792697_1	7tm_1/	GPCR-rhodopsin.HG8.24:like:ADORA2B:likeclu:11	FALSE
Spis_neuron_6	Spis_XP_022806567_1	MAM/MAM/MAM/Lectin_C/Laminin_G_3/Lectin_C/MAM/Ldl_recept_a/Ldl_recept_a/MAM/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/Pentaxin/MAM/CUB/LRR_8/LRR_8/7tm_1/	Lectin_C.HG5.5:like:DGCR2:likeclu:1	FALSE
Spis_neuron_6	Spis_XP_022809606_1	""	""	FALSE
Spis_neuron_6	Spis_XP_022806577_1	7tm_1/	GPCR-rhodopsin.HG20.4:RXFP1/RXFP2	FALSE
Spis_neuron_6	Spis_XP_022789860_1	cNMP_binding/	protein_kinase_cAMP_dependent_type_II_regulatory_subunit_beta	FALSE
Spis_neuron_6	Spis_XP_022801036_1	PLAT/	polycystin_1_like_2_gene_pseudogene_	FALSE
Spis_neuron_6	Spis_XP_022784731_1	MACPF/	neuronal_pentraxin_2	FALSE
Spis_neuron_6	Spis_XP_022805093_1	ADP_ribosyl_GH/	""	FALSE
Spis_neuron_6	Spis_XP_022803360_1	DAG_kinase_N/EF-hand_7/C1_1/C1_1/DAGK_cat/DAGK_acc/	diacylglycerol_kinase_beta	FALSE
Spis_neuron_6	Spis_XP_022779710_1	SSDP/	single_stranded_DNA_binding_protein_3	FALSE
Spis_neuron_6	Spis_XP_022788125_1	adh_short/	sterol_dehydrogenase.HG4.0:DHRS3/HSD17B11/HSD17B13/RDH10/SDR16C5	FALSE
Spis_neuron_6	Spis_XP_022786820_1	PAN_1/	""	FALSE
Spis_neuron_6	Spis_XP_022791467_1	TRP_2/Ion_trans/	ion-NaKCa.HG5.0:TRPC1/TRPC3/TRPC4/TRPC5/TRPC6/TRPC7	FALSE
Spis_neuron_6	Spis_XP_022790062_1	ANF_receptor/SBP_bac_3/Lig_chan/	ion-glutamate.HG3.8:like:GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN2D/GRIN3A/GRIN3B:likeclu:0/1	FALSE
Spis_neuron_6	Spis_XP_022790110_1	SBP_bac_3/Lig_chan/	ion-glutamate.HG3.8:like:GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN2D/GRIN3A/GRIN3B:likeclu:0/1	FALSE
Spis_neuron_6	Spis_XP_022797480_1	Fcf1/	UTP23_small_subunit_processome_component	FALSE
Spis_neuron_6	Spis_XP_022799440_1	MIP-T3/MIP-T3_C/	TRAF3_interacting_protein_1	FALSE
Spis_neuron_6	Spis_XP_022791734_1	adh_short_C2/	sterol_dehydrogenase.HG1.19:DHRS2/DHRS4/DHRS4L2	FALSE
Spis_neuron_6	Spis_XP_022793120_1	PHTB1_N/PHTB1_C/	Bardet_Biedl_syndrome_9	FALSE
Spis_neuron_6	Spis_XP_022806667_1	RRM_1/	RRM.HG65.0:RBM18	FALSE
Spis_neuron_6	Spis_XP_022785089_1	DUF4201/	coiled_coil_domain_containing_113	FALSE
Spis_neuron_6	Spis_XP_022781537_1	DEK_C/DSPc/	slingshot_protein_phosphatase_2	FALSE
Spis_neuron_6	Spis_XP_022801673_1	Radial_spoke/	radial_spoke_head_component_4A	FALSE
Spis_neuron_6	Spis_XP_022787717_1	ABC_transp_aux/	intraflagellar_transport_52	FALSE
Spis_neuron_6	Spis_XP_022780186_1	PPR_3/RPOL_N/RNA_pol/	RNA_polymerase_mitochondrial	FALSE
Spis_neuron_6	Spis_XP_022789758_1	Hydrolase_4/	abhydrolase_domain_containing_15	FALSE
Spis_neuron_6	Spis_XP_022785846_1	TPR_12/TPR_10/	amyloid_beta_precursor_protein_binding_protein_2	FALSE
Spis_neuron_6	Spis_XP_022799207_1	PurA/	purine_rich_element_binding_protein_A	FALSE
Spis_neuron_6	Spis_XP_022781064_1	UPF0172/	ER_membrane_protein_complex_subunit_8	FALSE
Spis_neuron_6	Spis_XP_022809387_1	Ldh_1_N/Ldh_1_C/	malate_dehydrogenase_1	FALSE
Spis_neuron_6	Spis_XP_022785900_1	Rtf2/	replication_termination_factor_2	FALSE
Spis_neuron_6	Spis_XP_022804573_1	Ax_dynein_light/	dynein_axonemal_light_intermediate_chain_1	FALSE
